Title,Autor,Date,Place,Country,Category,File_Name,MEAN,R_mean,G_mean,B_mean,STD,R_std,G_std,B_std,ASYMMETRY,R_asy,G_asy,B_asy
 The Magpie,Claude Monet,1868,Paris, Francia,WHITE,img0.jpg,172.51341410718356,179.56323939205262,175.31064928701937,162.66635364247875,34.39262879744368,35.64976636890749,33.970034297912896,31.13198537586621,1.7322466373443604,1.2489980459213257,1.3833022117614746,1.7322466373443604
" Symphony in White, No. 1",James McNeill Whistler,1862,Washington,Estados Unidos,WHITE,img1.jpg,174.6084407652761,193.72991456481134,179.02832528657024,151.06708244444673,33.793903023197366,27.542176795088235,30.075833343098434,28.698339667871128,1.845168113708496,1.842182993888855,1.792401909828186,1.845168113708496
 Summer evening on Skagen Sønderstrand,Peder Severin Krøyer,1893,Skagen, Dinamarca,WHITE,img2.jpg,178.19292497286557,173.9925996999051,178.72113627780217,181.86503894088943,30.25057950990037,39.25253264098071,28.996031274499074,18.230616365771528,1.9331027269363403,2.4408023357391357,2.6624245643615723,1.9331027269363403
" Composition en rouge, jaune et bleu Composition in Red, Yellow and Blue",Piet Mondrian,1927,Essen, Alemania,WHITE,img3.jpg,205.4366211080376,215.06147863099548,199.98120834141412,201.2671763517031,56.80478311201316,36.327800353543786,63.29640411833708,64.91858455020554,10.252338409423828,9.65604305267334,11.264460563659668,10.252338409423828
" Market Scene, Northern Town",LS Lowry,1939,Salford, Reino Unido,WHITE,img4.jpg,176.48524193027046,174.70572323898375,176.98817993446906,177.76182261735855,61.19359420652173,62.29977930469342,60.72828863635352,60.49571126918196,2.491937160491944,2.900913953781128,3.0269033908843994,2.491937160491944
 The Cripples,LS Lowry,1949,Salford, Reino Unido,WHITE,img5.jpg,173.63145144552527,175.77475527973138,174.91626943216733,170.2033296246772,67.78428976910287,67.40396347637646,67.71967796164496,68.094670974669,2.80940055847168,3.7543756961822514,3.3413748741149902,2.80940055847168
 Composition 10 in black and white,Piet Mondrian,1915,Otterlo, Países Bajos,WHITE,img6.jpg,210.4553277057028,208.74885933305438,212.38275372822014,210.234370055834,38.84984473198612,38.90051829242053,38.762199034493946,38.80073558616457,2.458024501800537,2.46179747581482,2.48501968383789,2.458024501800537
 The Cradle,Berthe Morisot,1872,Paris, Francia,WHITE,img7.jpg,147.30807023990582,159.95511845583806,149.36830017658647,132.60079208729292,52.565992024645865,54.13651199869578,52.0008160870139,47.68865002155737,1.7147879600524902,1.2871531248092651,1.4284218549728394,1.7147879600524902
 A holiday at Mentone,Charles CONDER,1888,Adelaide, Australia,WHITE,img8.jpg,177.89303759352447,179.0267431534465,182.52131796792858,172.1310516591983,38.64688921632672,51.418492428547495,33.676049760704856,25.434262280611964,3.097810983657837,4.6123127937316895,3.277980327606201,3.097810983657837
" Ram's Head, Blue Morning Glory",Georgia O'Keeffe,1938,Santa Fe, Estados Unidos,WHITE,img9.jpg,193.52050818796425,200.7349365615654,194.1293266237279,185.69726137859936,45.92449895593951,43.19395650362873,40.48052647165653,52.049650180540354,5.236563205718994,6.227682590484619,5.762604236602782,5.236563205718994
 Asparagus,Edouard Manet,1880,Paris, Francia,WHITE,img10.jpg,164.1597716284403,175.55402219069302,170.4246343231022,146.5006583715257,36.76414311824183,36.51578129738835,35.87497211971994,30.878293635293797,3.9218263626098633,4.383462905883788,4.085682392120361,3.9218263626098633
 Pilgrims going to Mecca,Léon Belly,1861,Paris, Francia,WHITE,img11.jpg,157.2988428312357,167.6139901397381,157.78427870040522,146.49825965356388,63.97003234894176,58.27980325984597,62.79612955352865,68.65358877951732,2.0594043731689453,1.473578929901123,1.646334171295166,2.0594043731689453
 A View from Dosseringen near the Sortedam Lake Looking towards the Suburb Nørrebro outside Copenhagen,Christen Købke,1838,Copenhagen, Dinamarca,WHITE,img12.jpg,177.34144814516156,193.56034051587747,179.26317508599658,159.20082883361064,56.36397730968755,53.7687059840079,55.835521877568425,54.09424178959528,4.09719181060791,2.408188819885254,3.5398943424224854,4.09719181060791
 Composición de colores / Composición nº I con rojo y azul,Piet Mondrian,1931,Madrid, España,WHITE,img13.jpg,192.8484554638032,219.96616276577285,181.4777429595076,177.1014606661291,86.56262837263539,71.67588536773768,96.84090933977258,82.77101322326067,4.2898473739624015,6.383289337158202,4.151808738708496,4.2898473739624015
 A stroll on the beach,Michael Ancher,1896,Skagen, Dinamarca,WHITE,img14.jpg,190.7922131830817,199.1858853310741,191.0139329787994,182.17682123937163,41.0636302774737,40.25183838716293,40.61361406114451,40.54949055045881,1.0571523904800415,0.9924760460853576,0.8140857219696045,1.0571523904800415
 Stroyuschiysya dom [House under construction],Kasimir MALEVICH,1915,Canberra, Australia,WHITE,img15.jpg,143.72461016580075,158.0112484561443,143.08020904571853,130.0823729955394,67.19959009478609,66.19047855005607,68.25289572300066,64.1645040502087,3.889491319656372,4.137213230133057,3.7988102436065687,3.889491319656372
 Washing on the Ice,Pekka Halonen,1900,Helsinki, Finlandia,WHITE,img16.jpg,186.45961817853947,197.37303636864723,189.50935500005104,172.49646316692014,53.4054906568717,50.12790864244924,52.576862859453534,54.368486044260464,2.643314838409424,3.686883211135864,3.578920602798462,2.643314838409424
 The Loing's Canal,Alfred Sisley,1892,Paris, Francia,WHITE,img17.jpg,176.76867852756146,182.39112372281028,180.4413845195929,167.47352734028112,34.4277491627212,28.90307976489669,31.366027753491085,40.06361847653201,1.0929359197616575,1.3898929357528689,1.139278531074524,1.0929359197616575
 Composition in colour A,Piet Mondrian,1917,Otterlo, Países Bajos,WHITE,img18.jpg,198.98196027995246,205.5613306249936,194.7887597097041,196.59579050515973,72.52534188572307,70.83563441165184,74.09980635647372,72.14390058072324,3.620194911956787,4.279682636260986,3.47159194946289,3.620194911956787
 No Swimming, Norman Rockwell,1921,Stockbridge, MA,WHITE,img19.jpg,161.52432231964534,173.36607498290275,159.5397421633374,151.66714981269584,76.79963767510753,73.49500288897562,78.54244399768373,76.69936484702613,4.8286237716674805,6.389309406280518,6.342535972595215,4.8286237716674805
 Seated Male Nude (Self-Portrait),Egon Schiele,1910,Vienna, Austria,WHITE,img20.jpg,183.34905599390282,189.869448499015,186.64292786493687,173.53479161775658,52.411073113397464,41.92623166046953,49.58486163363005,62.24636097517416,2.2895452976226807,3.2476000785827637,2.8889026641845703,2.2895452976226807
 Winter Scene on a Frozen Canal,Hendrick Avercamp,1620,Los Angeles, Estados Unidos,WHITE,img21.jpg,191.4597780930703,204.86027212689729,198.53208668048055,170.9869754718329,50.63221803977949,45.780565782678366,48.65338097627525,50.78510008658302,2.5301449298858643,3.669101238250733,3.2170939445495605,2.5301449298858643
" Boston Harbor, Sunset",Fitz Henry Lane,1850,Los Angeles, Estados Unidos,WHITE,img22.jpg,176.24396152524437,181.22199879553742,177.46791331951943,170.0419724606763,56.13817163417803,56.19897838679618,55.64646584570754,55.99004401705768,4.899850368499756,1.533231258392334,2.5263280868530282,4.899850368499756
 Small Tree in Late Autumn,Egon Schiele,1911,Vienna, Austria,WHITE,img24.jpg,176.10963672182018,183.2265104267676,177.2144045565434,167.88799518214947,44.38209338939638,39.67245092454893,44.21061459072772,47.55379104884325,1.820539832115173,2.2851040363311768,2.027705907821656,1.820539832115173
" Sunset on the Lagoon, Venice",Henri Edmond Cross,1903,Houston, Estados Unidos,WHITE,img25.jpg,211.2473163279541,209.4807030795456,212.35036593208056,211.9108799722361,28.417224474241227,29.723087138869428,27.996986255047585,27.39607334125579,1.8630478382110602,1.5597320795059204,1.7280520200729368,1.8630478382110602
 A moura,Dario Villares Barbosa,1919,Sao Paulo, Brasil,WHITE,img26.jpg,173.8037100171143,182.9225265134889,175.51632659310604,162.97227694474782,43.59887078661771,51.41725031332647,41.66340575549017,33.460510761831,1.818443775177002,2.50571608543396,2.1366567611694336,1.818443775177002
 Winter Harmony,John Henry Twachtman,1890,Washington,Estados Unidos,WHITE,img27.jpg,195.6021938912649,188.48715409976623,196.27169819024382,202.04772938378463,22.94738461778839,24.633414970063523,21.590099309165982,20.35172980601013,1.368456244468689,1.5019633769989014,1.5700898170471191,1.368456244468689
 Madre,Joaquín Sorolla y Bastida,1895,Madrid, España,WHITE,img28.jpg,171.12766963699403,181.67436638120225,175.36249221692574,156.34615031285406,32.40125814904487,31.4737707743212,30.084671587768568,30.102807669667964,2.560476303100586,1.741769790649414,3.078568458557129,2.560476303100586
" L'Île Lacroix, Rouen (The Effect of Fog)",Camille Pissarro,1888,Philadelphia, Estados Unidos,WHITE,img29.jpg,185.36485010564567,194.088007430922,190.5596974553175,171.44684543069746,38.87708675790563,40.66897430117232,38.36204360119779,33.3448796299485,2.3320958614349365,3.2020959854125977,2.9634487628936768,2.3320958614349365
 The Goldfinch,Fabritius,1654,Den Haag, Países Bajos,WHITE,img30.jpg,153.23027352189638,165.11990527615882,155.77648031520175,138.79443497432862,57.406810960224895,55.847392585412216,57.140746780598974,56.092688345074215,4.227532863616943,4.104603290557861,4.030799388885498,4.227532863616943
 The Disillusioned One,Ferdinand Hodler,1892,Los Angeles, Estados Unidos,WHITE,img31.jpg,155.54588356180696,168.81917749492192,161.00289887617512,136.81557431432392,66.92551111626054,69.91713931992477,66.98373078459042,59.20356173011396,1.0150350332260132,1.726503849029541,1.5186469554901123,1.0150350332260132
 Enjoying the Ice near a Town,Hendrick Avercamp,1620,Amsterdam, Países Bajos,WHITE,img32.jpg,159.3772451830001,173.26278720819855,167.9997448172381,136.86920352356358,43.88005077287039,42.56633960890039,41.848740724687545,37.93940541083601,2.2901771068573,1.5767886638641355,2.2930655479431152,2.2901771068573
 Suprematism,Kazimir Malevich,1915,St. Petersburg, Rusia,WHITE,img33.jpg,203.29777446607258,206.26364462227852,206.2121691555492,197.4175096203901,61.57161115488336,56.16257892579935,60.64869331128889,66.99867932889542,2.940836429595948,3.00107741355896,3.22969937324524,2.940836429595948
" Rosina Ferrara, Head of a Capri Girl",John Singer Sargent,1878,Denver, CO,WHITE,img34.jpg,187.91767463857616,194.4425583602976,186.0888138084496,183.2216517469812,83.85360304735245,80.00838518490814,83.53932836694078,87.44225338848686,7.688612937927246,10.420086860656738,7.547723770141602,7.688612937927246
 In the Garden of Haminalahti,Ferdinand von Wright,1856,Helsinki, Finlandia,WHITE,img35.jpg,151.02828445732834,161.01887331706968,156.45662403413326,135.6093560207821,60.68971977480767,57.5862107418204,57.59557617348594,63.63396975059818,3.446256399154663,4.997408390045166,4.62822151184082,3.446256399154663
 La fachada occidental de la iglesia de Santa María de Utrecht,Pieter Jansz Saenredam,1662,Madrid, España,WHITE,img36.jpg,179.12066061713398,186.54431503843048,185.49173718216983,165.32592963080157,51.26673497726129,44.08281630968639,48.67598761260483,57.325317419797656,2.0757977962493896,2.025512218475342,2.0787456035614014,2.0757977962493896
 Frosty sunrise,Elioth Gruner,1917,Sydney, Australia,WHITE,img37.jpg,159.59261262916505,174.7919954271249,165.52896324347495,138.45687921689517,47.09717076390274,45.71164093470347,45.47860738206845,42.232593013069625,2.5102787017822266,3.559334278106689,3.650516986846924,2.5102787017822266
 Beached Vessels and a Wagon near Trouville,Richard Parkes Bonington,1825,New Haven, CT,WHITE,img38.jpg,186.69318866171952,187.3484061284692,186.85171840071862,185.8794414559708,39.24878242481304,36.57422097827897,38.59668085155461,42.342729322097924,4.193352222442627,3.146564483642578,3.1288557052612305,4.193352222442627
 So the Treasure Was Divided, Howard Pyle,1905,Wilmington, DE,WHITE,img39.jpg,157.77091052611885,165.2642366462861,160.03355142953384,148.0149435025365,65.25625211456227,60.75077752689726,68.28718991725701,65.30612276374727,1.9626792669296265,2.805677652359009,2.0892999172210693,1.9626792669296265
 Abstraction,Piet Mondrian,1939,Fort Worth, Estados Unidos,WHITE,img40.jpg,170.4834556509372,184.9237105615041,169.58149006318325,156.94516632812417,71.85663197371292,72.5013822370665,71.96751709888824,68.27688445265382,3.1287691593170166,2.826368570327759,3.4310333728790283,3.1287691593170166
 A Frozen Canal near the River Maas,Andreas Schelfhout,1867,Amsterdam, Países Bajos,WHITE,img41.jpg,158.1271014300442,173.80060018985597,161.75387112249794,138.82683297777868,37.74620619647251,33.76992206596245,35.56583531502947,35.18067061011555,3.5987794399261475,3.7103559970855713,2.8298861980438232,3.5987794399261475
 Visit day at the Hospital,Henri Geoffroy,1889,Paris, Francia,WHITE,img42.jpg,145.45428996247108,157.84416499096653,148.1673284406292,130.35137645581764,64.63375048131866,64.63372981788969,65.1803807128763,60.97209580128818,1.1668436527252195,1.5261216163635254,1.5543361902236938,1.1668436527252195
" Breakwater at Trouville, Low Tide",Claude Monet,1870,Budapest, Hungría,WHITE,img43.jpg,194.6101930202411,214.54361073400767,198.72532127509723,170.56164705161837,54.43786527742408,47.753620290039215,50.48055690377516,55.399825507469046,4.13805627822876,4.048886775970459,4.026990890502931,4.13805627822876
 Painterly Realism of a Football Player – Color Masses in the 4th Dimension,Kazimir Malevich,1915,Chicago, Estados Unidos,WHITE,img44.jpg,186.2936507126404,190.5330563749757,188.0947544631465,180.2531412997989,57.93897100436633,55.968088614722156,57.916763486586206,59.382576216692534,6.3280487060546875,6.793626308441162,7.366045951843263,6.3280487060546875
 Melancholia,Giovanni Benedetto Castiglione,1640,Philadelphia, Estados Unidos,WHITE,img45.jpg,168.24212420935874,189.7346813788035,171.01549469730222,143.97619655197053,33.089598302842745,24.63212345113184,26.82349125970605,30.00110857685609,2.5850207805633545,3.590033769607544,3.6818277835845934,2.5850207805633545
 Summer Day on Conesus Lake,John Frederick Kensett,1870,New York City, Estados Unidos,WHITE,img46.jpg,141.90048552773496,155.27210648266288,144.9580275393237,125.47132256121834,64.44797840961587,61.039082080552,62.386237258580294,66.21742532629494,5.019210815429688,2.223988771438598,3.3570544719696045,5.019210815429688
" Charing Cross Bridge, London",Camille Pissarro,1890,Washington,Estados Unidos,WHITE,img47.jpg,191.92373437856202,198.3448437771132,197.6617297308333,179.76462962773942,30.20305827680086,34.1665879612498,29.27236886557587,22.14605633034935,3.8156564235687256,2.393580675125122,3.1969573497772217,3.8156564235687256
 PH-1180,Clyfford Still,1949,Denver, CO,WHITE,img48.jpg,234.088065272348,239.22508140330106,235.63430268758484,227.4048117261583,9.2247300536615,7.080007531762649,7.222941384382162,8.918737688716561,4.11324405670166,3.636183261871338,3.542930126190185,4.11324405670166
 Moret in Winter,Alfred Sisley,1891,Potsdam, Alemania,WHITE,img49.jpg,188.12070484881272,189.63283283487635,190.89306821545586,183.83621349610596,26.432154399460863,25.91677687052157,26.37160212874112,26.467078428935608,3.2846720218658447,2.710990190505981,3.051814079284668,3.2846720218658447
 Rue Eugène Moussoir at Moret,Alfred Sisley,1891,New York City, Estados Unidos,WHITE,img50.jpg,187.7917776711681,195.43261643989425,184.4537251579581,183.4889914156519,26.732637837133414,23.91885749128907,25.76085083989068,28.63790523552736,3.4999048709869385,3.194010257720948,3.548857450485228,3.4999048709869385
" A mountain scene, Val d'Aosta",J. M. W. Turner,1845,Melbourne, Australia,WHITE,img51.jpg,193.43739005876012,213.9745837969153,198.86545744061897,167.4721289387459,42.28668056428985,22.54423185826141,37.116977710244,48.5092012699243,2.87276577949524,2.6694231033325195,2.438310146331787,2.87276577949524
 Un día de verano en el Sena,Martín Rico Ortega,1870,Málaga, España,WHITE,img52.jpg,157.64073329318458,168.15028223213466,162.52127713868674,142.25064050873237,55.309622153715715,55.4274893854863,51.997405109125395,55.04907726436118,5.10983419418335,3.725749969482422,4.476964473724365,5.10983419418335
 The Church at Vétheuil,Claude Monet,1878,Edinburgh, Reino Unido,WHITE,img53.jpg,165.54239606406108,171.2800273555921,164.93634721187314,160.41081362471803,47.497133261039046,45.430612475103,47.85176607303386,48.52401561596897,2.351238965988159,2.7044458389282227,2.8758554458618164,2.351238965988159
 Oil Lamp,New England Glass Company,1830,New York City, Estados Unidos,WHITE,img54.jpg,195.498977567734,195.5003725668324,195.4961875695373,195.5003725668324,44.340738084521895,44.33940175410701,44.34341049288112,44.33940175410701,8.429588317871094,8.429588317871094,8.429588317871094,8.429588317871094
 Oil Lamp,New England Glass Company,1830,New York City, Estados Unidos,WHITE,img55.jpg,195.498977567734,195.5003725668324,195.4961875695373,195.5003725668324,44.340738084521895,44.33940175410701,44.34341049288112,44.33940175410701,8.429588317871094,8.429588317871094,8.429588317871094,8.429588317871094
 Baía Cabrália [Cabrália Bay],Antonio Parreiras,1900,Sao Paulo, Brasil,WHITE,img56.jpg,179.0942543049332,192.37181149139008,185.7900560381345,159.1208953852749,38.76005951468599,35.274455013520466,35.539524514246594,37.14322696431904,1.0094810724258425,1.1705896854400637,1.3511357307434082,1.0094810724258425
 Windmill beside a frozen river,Andreas Schelfhout,1860,Amsterdam, Países Bajos,WHITE,img57.jpg,179.33680041645823,195.34065877981809,185.28363053619003,157.38611193336666,41.186896003965934,39.260245930086754,39.42189493396607,34.93289997666674,2.6547422409057617,3.812801599502564,3.908893823623657,2.6547422409057617
 The Canal at 's-Graveland,Pieter Gerardus van Os,1818,Amsterdam, Países Bajos,WHITE,img58.jpg,174.10884395403988,186.93259092161807,180.53686370178318,154.85707723871838,62.690562222870156,57.79513974463345,60.33151271126956,65.06728613904124,2.2431230545043945,2.0485401153564453,2.565450429916382,2.2431230545043945
 In Bed,Edouard Vuillard,1891,Paris, Francia,WHITE,img59.jpg,178.1896416213292,190.25444783553985,185.3205605854913,158.99391644295642,24.114738370368748,18.722587503814644,20.36043651637072,20.361575151626404,2.797189950942993,2.999562978744507,3.2517752647399902,2.797189950942993
" The Gein River, near Abcoude",Willem Roelofs,1870,Amsterdam, Países Bajos,WHITE,img60.jpg,171.4845682477791,175.96760199654992,173.095366901775,165.3907358450122,54.2019064384325,50.98949461169753,51.76341499909736,58.9434749086556,2.5230917930603027,1.6593683958053589,1.879306435585022,2.5230917930603027
 Estado mayor de bufones,José Clemente Orozco,1946,Long Beach, Estados Unidos,WHITE,img61.jpg,175.13803345956367,184.3569394400269,176.8846471843134,164.17251375435086,75.0660012365298,73.62607249070102,74.5838316576447,75.5836332839373,3.784440040588379,4.259630203247069,4.633338451385498,3.784440040588379
" Catch, The",Norman Rockwell,1919,Stockbridge, MA,WHITE,img62.jpg,149.84566206316964,161.86397738059998,148.00401147301702,139.66899733589196,84.41032533195272,75.56686066574983,85.75234160010324,89.77805111620462,3.281483888626098,3.935051679611206,3.4587204456329346,3.281483888626098
 Still life (vases and bottles),Giorgio Morandi,1948,Venice, Italia,WHITE,img63.jpg,211.07934142432808,225.69341322255002,216.223213465484,191.3213975849504,27.676619125938554,22.824840016098264,25.67074833641684,22.08207956591269,3.073604822158813,2.9242432117462163,2.6084163188934326,3.073604822158813
 Bank of a River in Bloom,Ladislav Mednyánszky,1880,Bratislava, Eslovaquia,WHITE,img64.jpg,152.04518095860251,165.23839173616145,155.47735508170953,135.4197960579367,50.90942001372451,47.39542015487548,49.13216838505714,51.50502173185589,3.2893645763397217,3.797699451446533,4.209566116333009,3.2893645763397217
 Steamboats in the Port of Rouen,Camille Pissarro,1896,New York City, Estados Unidos,WHITE,img65.jpg,177.54601965927998,187.8752564586757,177.26744174177549,167.49536077738875,44.834933242941645,42.15392954741264,44.63897715089281,45.31153469986084,2.179338216781616,1.8225234746932983,2.0325303077697754,2.179338216781616
 Dandenongs from Heidelberg,Charles CONDER,1889,Adelaide, Australia,WHITE,img66.jpg,174.7088126516211,180.62173748838921,179.1067072237136,164.39799324276046,45.112610660379495,41.23176358249326,45.63844706909043,46.496231988296955,1.2304028272628784,1.5738810300827026,1.3029181957244873,1.2304028272628784
 A Fight,LS Lowry,1935,Salford, Reino Unido,WHITE,img67.jpg,143.73306862374832,142.62819871592038,146.16919637844626,142.40181077687842,72.08985671110943,73.34997411891284,72.31679263266447,70.51225013115528,0.9895526766777042,2.442333459854126,2.0799455642700195,0.9895526766777042
" A Wreck, with Fishing Boats",Joseph Mallord William Turner,1844,London, Reino Unido,WHITE,img68.jpg,169.58437532961108,181.21524155600238,173.66883401892434,153.86905041390645,36.58618347297524,28.889637141155376,33.92165383426609,40.39090790249869,1.7194314002990725,1.501517415046692,1.2978929281234741,1.7194314002990725
" Kidd on the Deck of the ""Adventure Galley""", Howard Pyle,1902,Wilmington, DE,WHITE,img69.jpg,144.71615511029,157.8175137033143,149.50437383253887,126.8265777950168,82.50463216961869,75.72401874418615,79.3117775357034,88.78033738196329,14.58771800994873,14.985214233398438,14.723105430603027,14.58771800994873
 The Mule Pack,Frederic Remington,1901,Houston, Estados Unidos,WHITE,img70.jpg,170.59289843385832,170.788800538946,171.00394002184362,169.98595474078536,74.99922399762795,74.85023580210017,75.21586083525777,74.92724181799214,3.104304552078247,4.517582893371582,4.16749906539917,3.104304552078247
 Departure,Józef Chełmoński,1890,Rapperswil, Suiza,WHITE,img71.jpg,154.23986499130675,177.55102124141308,153.94620747379273,131.22236625871452,61.611253693903215,54.54618854485569,59.97912416329332,61.1698964906551,2.790207862854004,2.746868371963501,2.8141074180603027,2.790207862854004
 Harvest,Charles-François Daubigny,1851,Paris, Francia,WHITE,img72.jpg,144.87110888818572,159.40602639610492,150.7407445212261,124.46655574722617,56.6983877535983,51.51505118850132,54.269842215288925,58.16393221092408,3.0450925827026367,3.553767681121826,3.661287784576416,3.0450925827026367
 The Woodcutter,Fernidand Hodler,1910,Paris, Francia,WHITE,img73.jpg,173.2434647694679,181.01895497555356,174.70573344629426,164.00570588655594,52.399648661992906,51.105879882600185,53.69837896904815,50.93044286490778,3.6825072765350337,3.884442567825317,3.665356159210205,3.6825072765350337
 Early spring,Halonen,1911,Espoo, Finlandia,WHITE,img74.jpg,194.09908236278824,199.13141912237546,191.257540650614,191.90828731537528,34.08162992283018,32.121345529419735,34.37386813557307,35.11595776658289,2.406924247741699,2.2669036388397217,2.0733683109283447,2.406924247741699
" Composition with red, yellow and blue",Piet Mondrian,1927,Otterlo, Países Bajos,WHITE,img75.jpg,211.97939824502308,219.84013310332855,211.51510171584889,204.58295991589176,67.08725553268486,61.75047326217515,66.879388113611,71.41016761241652,15.725478172302244,15.766218185424805,15.814766883850098,15.725478172302244
 The Old Violin,Jefferson David Chalfant,1888,Wilmington, DE,WHITE,img76.jpg,143.99948282960256,167.42794149169634,148.74386795823168,115.82663903887965,56.86300024254119,50.36879429862979,55.72414477496413,51.89311752982477,4.101541519165038,5.49066162109375,4.590144157409668,4.101541519165038
" Allegory of the 'Treaty of Friendship and Commerce between the States General of the United Netherlands and the United States of America', The Hague, 7 October 1782",Sin especificar,1785,Amsterdam, Países Bajos,WHITE,img77.jpg,189.7679436012072,197.6196245751207,191.37391419734814,180.3102920311527,35.37845265015401,34.246216119399016,34.355789504614876,35.32854279309065,1.976179122924805,2.207182645797729,2.022230863571167,1.976179122924805
 Mill of Edam,Paul Signac,1896,Potsdam, Alemania,WHITE,img78.jpg,184.6140683957851,178.9255376700793,184.38994988210555,190.52671763517031,23.247289736161104,27.15859300661547,20.5303190574014,19.871014910665927,2.2465133666992188,2.0271592140197754,2.1094529628753658,2.2465133666992188
 Portrait of Princess Elisabeth of Saxony,Lucas Cranach the Younger,1564,Berlin, Alemania,WHITE,img79.jpg,165.8430591989983,183.48868519633763,172.34524186222168,141.69525053843563,29.01829522976037,17.394823791505345,22.492330878453764,27.94523880216788,2.9610180854797363,3.2320990562438965,2.8566665649414062,2.9610180854797363
 A Family on the Road,Lee Jung-seob,1956,Seoul, Corea del Sur,WHITE,img80.jpg,188.0248922278136,198.45670569261702,186.6761832824669,178.9417877083567,48.31579108865511,43.08239987082806,46.6720162441205,52.68521795486118,3.4360239505767822,3.6504230499267583,3.266282081604004,3.4360239505767822
 Flowers in a Bottle,Dirck de Bray,1674,Amsterdam, Países Bajos,WHITE,img81.jpg,192.12800988067653,207.24995661893047,195.36967816350068,173.76439485959844,53.873967578277714,46.618515955468034,54.57553869507918,54.58052446683544,5.0623202323913565,6.059248924255371,6.6458587646484375,5.0623202323913565
 Suprematism,Kazimir Malevich,1917,Sakura, Chiba Pref.,WHITE,img82.jpg,114.45853280119222,113.37394481927956,117.76962100256205,112.23203258173504,105.60918840042326,108.77999268428889,106.77930361818787,101.03414568755554,5.244204521179199,5.316524028778076,5.018087387084961,5.244204521179199
" Morning Sunlight on the Snow, Eragny-sur-Epte",Camille Pissarro,1895,Boston, MA,WHITE,img83.jpg,177.42769651624494,189.7851871510376,179.92742602251732,162.5704763751799,33.45470923089631,30.867054673059226,31.170118288475066,32.45933083337851,0.8709114789962769,1.0775914192199707,0.9929994344711304,0.8709114789962769
 A Scene on the Ice,Hendrick Avercamp,1625,Washington,Estados Unidos,WHITE,img84.jpg,169.97495806496613,183.6666700691035,173.64250936520736,152.61569476058753,36.02977458927447,32.323175042754684,33.561083412344196,34.94341244915864,2.6744604110717773,2.389800786972046,2.476135730743408,2.6744604110717773
 Four Putti with Grapes,Sin especificar,1725,Amsterdam, Países Bajos,WHITE,img85.jpg,168.01206163854553,181.26494095070893,171.60225173269097,151.16899223223672,40.40318633734685,32.137892213416755,37.9519452861046,44.17964315960278,2.9148688316345215,4.819472789764403,4.012669086456299,2.9148688316345215
 Tarde em Toulon,Giovanni Battista Castagneto,1893,Sao Paulo, Brasil,WHITE,img86.jpg,165.67204932172422,177.70996948014167,167.96573405873286,151.34044442629812,49.10598397942,42.370746160197356,47.29597926653971,53.35199895520792,5.418269634246826,4.721207141876222,5.460045337677002,5.418269634246826
 Boy and Girl in the Dunes,David Adolph Constant Artz,1890,Amsterdam, Países Bajos,WHITE,img87.jpg,159.9406615017676,166.53773132317366,163.94250222009003,149.341750962039,67.16285310349367,70.05199137014975,66.42211473476155,63.5727514447074,3.311511993408203,3.705296039581299,3.993513345718384,3.311511993408203
 Taos in the Snow,Walter Ufer,1914,Houston, Estados Unidos,WHITE,img88.jpg,173.4274889675986,177.518000592024,174.39109310087886,168.3733732098929,56.29301050767656,53.93726217406663,53.780595012706854,60.51382933619255,5.5767822265625,3.906856060028076,5.032790660858153,5.5767822265625
 Hot Springs of the Yellowstone,Thomas Moran,1872,Los Angeles, Estados Unidos,WHITE,img89.jpg,179.0650409823516,191.8964876644653,179.71702273168046,165.58161255090897,47.57718313519922,37.298801000952025,46.39951116637746,53.849567558432895,1.365014910697937,1.0581736564636228,1.1469662189483645,1.365014910697937
 Accord réciproque (Acuerdos recíprocos),Kandinsky,1942,Paris, Francia,WHITE,img90.jpg,162.64233584092923,173.20821892639512,160.9142177627617,153.80457083363103,66.40294892550163,62.8129777567401,66.51901870597827,68.30135054258645,2.432934761047364,3.5764317512512207,3.122959852218628,2.432934761047364
 The Bookworm (Man with Nose in Book),Norman Percevel Rockwell,1926,Milwaukee, Estados Unidos,WHITE,img91.jpg,173.3386887688963,177.92153640437283,177.69776153681266,164.39676836550336,68.53140132164397,68.49142573983157,67.20571112415602,69.00734703928063,4.165013790130615,4.6068077087402335,4.912533760070801,4.165013790130615
" ""A beauty in the night""",Vicente do Rego Monteiro,1929,Recife, Brasil,WHITE,img92.jpg,161.92752129074844,170.31485469893536,167.23105267992938,148.23665649338056,51.64087510511279,52.04975724678925,52.677997576131,47.225805456223796,3.879755735397339,4.038587093353272,3.9430582523345934,3.879755735397339
 Landscape,Joseph Mallord William Turner,1840,Liverpool, Reino Unido,WHITE,img93.jpg,212.02460642312022,230.82647572191203,219.92872235094774,185.31862119650089,46.17168514653893,17.430481323727296,34.43209642822516,61.456387784673566,3.4513852596282963,3.726996421813965,4.233933925628662,3.4513852596282963
 The Winter,Jacob Grimmer,1577,Budapest, Hungría,WHITE,img94.jpg,190.6023810252903,197.87175535118251,192.93739856485215,180.99798915983627,49.16503118509641,45.3773269926944,48.76682434573672,51.611582609133904,2.08987808227539,1.9209846258163448,2.1673710346221924,2.08987808227539
